partNo,plateType,material,thickness,width,length,surfaceFinish,usage,pattern,grade,certification,description
5000779,Tread plate,Stainless steel,3.5,150,1000,Brushed,Automotive,-,Grade 304,RoHS compliant,Tread plate 3.5mm  150mm  1000mm
5000780,Checker plate,Aluminum,1.5,250,750,Powder-coated,Industrial,Diamond,Grade 6061,ISO 9001 certified,Checker plate 1.5mm  250mm  750mm
5000781,Perforated plate,Brass,3.5,250,750,Powder-coated,Industrial,-,Grade 6062,RoHS compliant,Perforated plate 3.5mm  250mm  750mm
5000782,Diamond plate,Steel,1.5,250,750,Powder-coated,Automotive,Raised,Grade 6137,ASTM certified,Diamond plate 1.5mm  250mm  750mm
5000783,Diamond plate,Aluminum,5,250,750,Powder-coated,Industrial,Checkered,-,ISO 9001 certified,Diamond plate 5mm  250mm  750mm
5000784,Flat plate,Stainless steel,4,250,750,Powder-coated,Decorative,-,Grade 875368,RoHS compliant,Flat plate 4mm  250mm  750mm
5000785,Tread plate,Aluminum,2,250,1000,Powder-coated,Construction,Diamond,Grade 881125,ISO 9001 certified,Tread plate 2mm  250mm  1000mm
5000786,Checker plate,Brass,2.5,300,750,Polished,Decorative,-,-,ASTM certified,Checker plate 2.5mm  300mm  750mm
5000787,Perforated plate,Steel,3.5,200,1500,Mill finish,Automotive,Raised,-,RoHS compliant,Perforated plate 3.5mm  200mm  1500mm
5000788,Diamond plate,Aluminum,1.5,250,500,Galvanized,Industrial,Checkered,Grade 6061,ISO 9001 certified,Diamond plate 1.5mm  250mm  500mm
5000789,Diamond plate,Stainless steel,3.5,150,1000,Brushed,Industrial,-,Grade 304,RoHS compliant,Diamond plate 3.5mm  150mm  1000mm
5000790,Flat plate,Aluminum,1.5,300,750,Powder-coated,Automotive,Diamond,Grade 6061,ASTM certified,Flat plate 1.5mm  300mm  750mm
5000791,Tread plate,Brass,5,100,750,Powder-coated,Industrial,-,Grade 6062,ISO 9001 certified,Tread plate 5mm  100mm  750mm
5000792,Checker plate,Steel,4,250,750,Powder-coated,Decorative,Raised,Grade 6138,RoHS compliant,Checker plate 4mm  250mm  750mm
5000793,Perforated plate,Aluminum,2,200,750,Powder-coated,Construction,Checkered,-,ISO 9001 certified,Perforated plate 2mm  200mm  750mm
5000794,Diamond plate,Stainless steel,2.5,150,750,Powder-coated,Decorative,-,Grade 886882,ASTM certified,Diamond plate 2.5mm  150mm  750mm
5000795,Diamond plate,Aluminum,3.5,250,1000,Powder-coated,Automotive,Diamond,Grade 892639,RoHS compliant,Diamond plate 3.5mm  250mm  1000mm
5000796,Flat plate,Brass,1.5,250,750,Polished,Industrial,-,-,ISO 9001 certified,Flat plate 1.5mm  250mm  750mm
5000797,Tread plate,Steel,3.5,250,1500,Mill finish,Industrial,Raised,-,RoHS compliant,Tread plate 3.5mm  250mm  1500mm
5000798,Checker plate,Aluminum,1.5,250,500,Galvanized,Automotive,Checkered,Grade 6061,ASTM certified,Checker plate 1.5mm  250mm  500mm
5000799,Perforated plate,Stainless steel,5,250,1000,Brushed,Industrial,-,Grade 304,ISO 9001 certified,Perforated plate 5mm  250mm  1000mm
5000800,Diamond plate,Aluminum,4,250,750,Powder-coated,Decorative,Diamond,Grade 6061,RoHS compliant,Diamond plate 4mm  250mm  750mm
5000801,Diamond plate,Brass,2,300,750,Powder-coated,Construction,-,Grade 6062,ISO 9001 certified,Diamond plate 2mm  300mm  750mm
5000802,Flat plate,Steel,2.5,200,750,Powder-coated,Decorative,Raised,Grade 6139,ASTM certified,Flat plate 2.5mm  200mm  750mm
5000803,Tread plate,Aluminum,3.5,250,750,Powder-coated,Automotive,Checkered,-,RoHS compliant,Tread plate 3.5mm  250mm  750mm
5000804,Checker plate,Stainless steel,1.5,150,750,Powder-coated,Industrial,-,Grade 898396,ISO 9001 certified,Checker plate 1.5mm  150mm  750mm
5000805,Perforated plate,Aluminum,3.5,300,1000,Powder-coated,Industrial,Diamond,Grade 904153,RoHS compliant,Perforated plate 3.5mm  300mm  1000mm
5000806,Diamond plate,Brass,1.5,100,750,Polished,Automotive,-,-,ASTM certified,Diamond plate 1.5mm  100mm  750mm
5000807,Diamond plate,Steel,5,250,1500,Mill finish,Industrial,Raised,-,ISO 9001 certified,Diamond plate 5mm  250mm  1500mm
5000808,Flat plate,Aluminum,4,200,500,Galvanized,Decorative,Checkered,Grade 6061,RoHS compliant,Flat plate 4mm  200mm  500mm
5000809,Tread plate,Stainless steel,2,150,1000,Brushed,Construction,-,Grade 304,ISO 9001 certified,Tread plate 2mm  150mm  1000mm
5000810,Checker plate,Aluminum,2.5,250,750,Powder-coated,Decorative,Diamond,Grade 6061,ASTM certified,Checker plate 2.5mm  250mm  750mm
5000811,Perforated plate,Brass,3.5,250,750,Powder-coated,Automotive,-,Grade 6062,RoHS compliant,Perforated plate 3.5mm  250mm  750mm
5000812,Diamond plate,Steel,1.5,250,750,Powder-coated,Industrial,Raised,Grade 6140,ISO 9001 certified,Diamond plate 1.5mm  250mm  750mm
5000813,Diamond plate,Aluminum,3.5,250,750,Powder-coated,Industrial,Checkered,-,RoHS compliant,Diamond plate 3.5mm  250mm  750mm
5000814,Flat plate,Stainless steel,1.5,250,750,Powder-coated,Automotive,-,Grade 909910,ASTM certified,Flat plate 1.5mm  250mm  750mm
5000815,Tread plate,Aluminum,5,250,1000,Powder-coated,Industrial,Diamond,Grade 915667,ISO 9001 certified,Tread plate 5mm  250mm  1000mm
5000816,Checker plate,Brass,4,300,750,Polished,Decorative,-,-,RoHS compliant,Checker plate 4mm  300mm  750mm
5000817,Perforated plate,Steel,2,200,1500,Mill finish,Construction,Raised,-,ISO 9001 certified,Perforated plate 2mm  200mm  1500mm
5000818,Diamond plate,Aluminum,2.5,250,500,Galvanized,Decorative,Checkered,Grade 6061,ASTM certified,Diamond plate 2.5mm  250mm  500mm
5000819,Diamond plate,Stainless steel,3.5,150,1000,Brushed,Automotive,-,Grade 304,RoHS compliant,Diamond plate 3.5mm  150mm  1000mm
5000820,Flat plate,Aluminum,1.5,300,750,Powder-coated,Industrial,Diamond,Grade 6061,ISO 9001 certified,Flat plate 1.5mm  300mm  750mm
5000821,Tread plate,Brass,3.5,100,750,Powder-coated,Industrial,-,Grade 6062,RoHS compliant,Tread plate 3.5mm  100mm  750mm
5000822,Checker plate,Steel,1.5,250,750,Powder-coated,Automotive,Raised,Grade 6141,ASTM certified,Checker plate 1.5mm  250mm  750mm
5000823,Perforated plate,Aluminum,5,200,750,Powder-coated,Industrial,Checkered,-,ISO 9001 certified,Perforated plate 5mm  200mm  750mm
5000824,Diamond plate,Stainless steel,4,150,750,Powder-coated,Decorative,-,Grade 921424,RoHS compliant,Diamond plate 4mm  150mm  750mm
5000825,Diamond plate,Aluminum,2,250,1000,Powder-coated,Construction,Diamond,Grade 927181,ISO 9001 certified,Diamond plate 2mm  250mm  1000mm
5000826,Flat plate,Brass,2.5,250,750,Polished,Decorative,-,-,ASTM certified,Flat plate 2.5mm  250mm  750mm
5000827,Tread plate,Steel,3.5,250,1500,Mill finish,Automotive,Raised,-,RoHS compliant,Tread plate 3.5mm  250mm  1500mm
5000828,Checker plate,Aluminum,1.5,250,500,Galvanized,Industrial,Checkered,Grade 6061,ISO 9001 certified,Checker plate 1.5mm  250mm  500mm
5000829,Perforated plate,Stainless steel,3.5,250,1000,Brushed,Industrial,-,Grade 304,RoHS compliant,Perforated plate 3.5mm  250mm  1000mm
5000830,Diamond plate,Aluminum,1.5,250,750,Powder-coated,Automotive,Diamond,Grade 6061,ASTM certified,Diamond plate 1.5mm  250mm  750mm
5000831,Diamond plate,Brass,5,300,750,Powder-coated,Industrial,-,Grade 6062,ISO 9001 certified,Diamond plate 5mm  300mm  750mm
5000832,Flat plate,Steel,4,200,750,Powder-coated,Decorative,Raised,Grade 6142,RoHS compliant,Flat plate 4mm  200mm  750mm
5000833,Tread plate,Aluminum,2,250,750,Powder-coated,Construction,Checkered,-,ISO 9001 certified,Tread plate 2mm  250mm  750mm
5000834,Checker plate,Stainless steel,2.5,150,750,Powder-coated,Decorative,-,Grade 932938,ASTM certified,Checker plate 2.5mm  150mm  750mm
5000835,Perforated plate,Aluminum,3.5,300,1000,Powder-coated,Automotive,Diamond,Grade 938695,RoHS compliant,Perforated plate 3.5mm  300mm  1000mm
5000836,Diamond plate,Brass,1.5,100,750,Polished,Industrial,-,-,ISO 9001 certified,Diamond plate 1.5mm  100mm  750mm
5000837,Diamond plate,Steel,3.5,250,1500,Mill finish,Industrial,Raised,-,RoHS compliant,Diamond plate 3.5mm  250mm  1500mm
5000838,Flat plate,Aluminum,1.5,200,500,Galvanized,Automotive,Checkered,Grade 6061,ASTM certified,Flat plate 1.5mm  200mm  500mm
5000839,Tread plate,Stainless steel,5,150,1000,Brushed,Industrial,-,Grade 304,ISO 9001 certified,Tread plate 5mm  150mm  1000mm
5000840,Checker plate,Aluminum,4,250,750,Powder-coated,Decorative,Diamond,Grade 6061,RoHS compliant,Checker plate 4mm  250mm  750mm
5000841,Perforated plate,Brass,2,250,750,Powder-coated,Construction,-,Grade 6062,ISO 9001 certified,Perforated plate 2mm  250mm  750mm
5000842,Diamond plate,Steel,2.5,250,750,Powder-coated,Decorative,Raised,Grade 6143,ASTM certified,Diamond plate 2.5mm  250mm  750mm
5000843,Diamond plate,Aluminum,3.5,250,750,Powder-coated,Automotive,Checkered,-,RoHS compliant,Diamond plate 3.5mm  250mm  750mm
5000844,Flat plate,Stainless steel,1.5,250,750,Powder-coated,Industrial,-,Grade 944452,ISO 9001 certified,Flat plate 1.5mm  250mm  750mm
5000845,Tread plate,Aluminum,3.5,250,1000,Powder-coated,Industrial,Diamond,Grade 950209,RoHS compliant,Tread plate 3.5mm  250mm  1000mm
5000846,Checker plate,Brass,1.5,300,750,Polished,Automotive,-,-,ASTM certified,Checker plate 1.5mm  300mm  750mm
5000847,Perforated plate,Steel,5,200,1500,Mill finish,Industrial,Raised,-,ISO 9001 certified,Perforated plate 5mm  200mm  1500mm
5000848,Diamond plate,Aluminum,4,250,500,Galvanized,Decorative,Checkered,Grade 6061,RoHS compliant,Diamond plate 4mm  250mm  500mm
5000849,Diamond plate,Stainless steel,2,150,1000,Brushed,Construction,-,Grade 304,ISO 9001 certified,Diamond plate 2mm  150mm  1000mm
5000850,Flat plate,Aluminum,2.5,300,750,Powder-coated,Decorative,Diamond,Grade 6061,ASTM certified,Flat plate 2.5mm  300mm  750mm
5000851,Tread plate,Brass,3.5,100,750,Powder-coated,Automotive,-,Grade 6062,RoHS compliant,Tread plate 3.5mm  100mm  750mm
5000852,Checker plate,Steel,1.5,250,750,Powder-coated,Industrial,Raised,Grade 6144,ISO 9001 certified,Checker plate 1.5mm  250mm  750mm
5000853,Perforated plate,Aluminum,3.5,200,750,Powder-coated,Industrial,Checkered,-,RoHS compliant,Perforated plate 3.5mm  200mm  750mm
5000854,Diamond plate,Stainless steel,1.5,150,750,Powder-coated,Automotive,-,Grade 955966,ASTM certified,Diamond plate 1.5mm  150mm  750mm
5000855,Diamond plate,Aluminum,5,250,1000,Powder-coated,Industrial,Diamond,Grade 961723,ISO 9001 certified,Diamond plate 5mm  250mm  1000mm
5000856,Flat plate,Brass,4,250,750,Polished,Decorative,-,-,RoHS compliant,Flat plate 4mm  250mm  750mm
5000857,Tread plate,Steel,2,250,1500,Mill finish,Construction,Raised,-,ISO 9001 certified,Tread plate 2mm  250mm  1500mm
5000858,Checker plate,Aluminum,2.5,250,500,Galvanized,Decorative,Checkered,Grade 6061,ASTM certified,Checker plate 2.5mm  250mm  500mm
5000859,Perforated plate,Stainless steel,3.5,250,1000,Brushed,Automotive,-,Grade 304,RoHS compliant,Perforated plate 3.5mm  250mm  1000mm
5000860,Diamond plate,Aluminum,1.5,250,750,Powder-coated,Industrial,Diamond,Grade 6061,ISO 9001 certified,Diamond plate 1.5mm  250mm  750mm
5000861,Diamond plate,Brass,3.5,300,750,Powder-coated,Industrial,-,Grade 6062,RoHS compliant,Diamond plate 3.5mm  300mm  750mm
5000862,Flat plate,Steel,1.5,200,750,Powder-coated,Automotive,Raised,Grade 6145,ASTM certified,Flat plate 1.5mm  200mm  750mm
5000863,Tread plate,Aluminum,5,250,750,Powder-coated,Industrial,Checkered,-,ISO 9001 certified,Tread plate 5mm  250mm  750mm
5000864,Checker plate,Stainless steel,4,150,750,Powder-coated,Decorative,-,Grade 967480,RoHS compliant,Checker plate 4mm  150mm  750mm
5000865,Perforated plate,Aluminum,2,300,1000,Powder-coated,Construction,Diamond,Grade 973237,ISO 9001 certified,Perforated plate 2mm  300mm  1000mm
5000866,Diamond plate,Brass,2.5,100,750,Polished,Decorative,-,-,ASTM certified,Diamond plate 2.5mm  100mm  750mm
5000867,Diamond plate,Steel,3.5,250,1500,Mill finish,Automotive,Raised,-,RoHS compliant,Diamond plate 3.5mm  250mm  1500mm
5000868,Flat plate,Aluminum,1.5,200,500,Galvanized,Industrial,Checkered,Grade 6061,ISO 9001 certified,Flat plate 1.5mm  200mm  500mm
5000869,Tread plate,Stainless steel,3.5,150,1000,Brushed,Industrial,-,Grade 304,RoHS compliant,Tread plate 3.5mm  150mm  1000mm
5000870,Checker plate,Aluminum,1.5,250,750,Powder-coated,Automotive,Diamond,Grade 6061,ASTM certified,Checker plate 1.5mm  250mm  750mm
5000871,Perforated plate,Brass,5,250,750,Powder-coated,Industrial,-,Grade 6062,ISO 9001 certified,Perforated plate 5mm  250mm  750mm
5000872,Diamond plate,Steel,4,250,750,Powder-coated,Decorative,Raised,Grade 6146,RoHS compliant,Diamond plate 4mm  250mm  750mm
5000873,Diamond plate,Aluminum,2,250,750,Powder-coated,Construction,Checkered,-,ISO 9001 certified,Diamond plate 2mm  250mm  750mm
5000874,Flat plate,Stainless steel,2.5,250,750,Powder-coated,Decorative,-,Grade 978994,ASTM certified,Flat plate 2.5mm  250mm  750mm
5000875,Tread plate,Aluminum,3.5,250,1000,Powder-coated,Automotive,Diamond,Grade 984751,RoHS compliant,Tread plate 3.5mm  250mm  1000mm
5000876,Checker plate,Brass,1.5,300,750,Polished,Industrial,-,-,ISO 9001 certified,Checker plate 1.5mm  300mm  750mm
5000877,Perforated plate,Steel,3.5,200,1500,Mill finish,Industrial,Raised,-,RoHS compliant,Perforated plate 3.5mm  200mm  1500mm
5000878,Diamond plate,Aluminum,1.5,250,500,Galvanized,Automotive,Checkered,Grade 6061,ASTM certified,Diamond plate 1.5mm  250mm  500mm
5000879,Diamond plate,Stainless steel,5,150,1000,Brushed,Industrial,-,Grade 304,ISO 9001 certified,Diamond plate 5mm  150mm  1000mm
5000880,Flat plate,Aluminum,4,300,750,Powder-coated,Decorative,Diamond,Grade 6061,RoHS compliant,Flat plate 4mm  300mm  750mm
5000881,Tread plate,Brass,2,100,750,Powder-coated,Construction,-,Grade 6062,ISO 9001 certified,Tread plate 2mm  100mm  750mm
5000882,Checker plate,Steel,2.5,250,750,Powder-coated,Decorative,Raised,Grade 6147,ASTM certified,Checker plate 2.5mm  250mm  750mm
5000883,Perforated plate,Aluminum,3.5,200,750,Powder-coated,Automotive,Checkered,-,RoHS compliant,Perforated plate 3.5mm  200mm  750mm
5000884,Diamond plate,Stainless steel,1.5,150,750,Powder-coated,Industrial,-,Grade 990508,ISO 9001 certified,Diamond plate 1.5mm  150mm  750mm
5000885,Diamond plate,Aluminum,3.5,250,1000,Powder-coated,Industrial,Diamond,Grade 996265,RoHS compliant,Diamond plate 3.5mm  250mm  1000mm
5000886,Flat plate,Brass,1.5,250,750,Polished,Automotive,-,-,ASTM certified,Flat plate 1.5mm  250mm  750mm
5000887,Tread plate,Steel,5,250,1500,Mill finish,Industrial,Raised,-,ISO 9001 certified,Tread plate 5mm  250mm  1500mm
5000888,Checker plate,Aluminum,4,250,500,Galvanized,Decorative,Checkered,Grade 6061,RoHS compliant,Checker plate 4mm  250mm  500mm
5000889,Perforated plate,Stainless steel,2,250,1000,Brushed,Construction,-,Grade 304,ISO 9001 certified,Perforated plate 2mm  250mm  1000mm
5000890,Diamond plate,Aluminum,2.5,250,750,Powder-coated,Decorative,Diamond,Grade 6061,ASTM certified,Diamond plate 2.5mm  250mm  750mm
5000891,Diamond plate,Brass,3.5,300,750,Powder-coated,Automotive,-,Grade 6062,RoHS compliant,Diamond plate 3.5mm  300mm  750mm
5000892,Flat plate,Steel,1.5,200,750,Powder-coated,Industrial,Raised,Grade 6148,ISO 9001 certified,Flat plate 1.5mm  200mm  750mm
5000893,Tread plate,Aluminum,3.5,250,750,Powder-coated,Industrial,Checkered,-,RoHS compliant,Tread plate 3.5mm  250mm  750mm
5000894,Checker plate,Stainless steel,1.5,150,750,Powder-coated,Automotive,-,Grade 1002022,ASTM certified,Checker plate 1.5mm  150mm  750mm
5000895,Perforated plate,Aluminum,5,300,1000,Powder-coated,Industrial,Diamond,Grade 1007779,ISO 9001 certified,Perforated plate 5mm  300mm  1000mm
5000896,Diamond plate,Brass,4,100,750,Polished,Decorative,-,-,RoHS compliant,Diamond plate 4mm  100mm  750mm
5000897,Diamond plate,Steel,2,250,1500,Mill finish,Construction,Raised,-,ISO 9001 certified,Diamond plate 2mm  250mm  1500mm
5000898,Flat plate,Aluminum,2.5,200,500,Galvanized,Decorative,Checkered,Grade 6061,ASTM certified,Flat plate 2.5mm  200mm  500mm
5000899,Tread plate,Stainless steel,3.5,150,1000,Brushed,Automotive,-,Grade 304,RoHS compliant,Tread plate 3.5mm  150mm  1000mm
5000900,Checker plate,Aluminum,1.5,250,750,Powder-coated,Industrial,Diamond,Grade 6061,ISO 9001 certified,Checker plate 1.5mm  250mm  750mm
5000901,Perforated plate,Brass,3.5,250,750,Powder-coated,Industrial,-,Grade 6062,RoHS compliant,Perforated plate 3.5mm  250mm  750mm
5000902,Diamond plate,Steel,1.5,250,750,Powder-coated,Automotive,Raised,Grade 6149,ASTM certified,Diamond plate 1.5mm  250mm  750mm
5000903,Diamond plate,Aluminum,5,250,750,Powder-coated,Industrial,Checkered,-,ISO 9001 certified,Diamond plate 5mm  250mm  750mm
5000904,Flat plate,Stainless steel,4,250,750,Powder-coated,Decorative,-,Grade 1013536,RoHS compliant,Flat plate 4mm  250mm  750mm
5000905,Tread plate,Aluminum,2,250,1000,Powder-coated,Construction,Diamond,Grade 1019293,ISO 9001 certified,Tread plate 2mm  250mm  1000mm
5000906,Checker plate,Brass,2.5,300,750,Polished,Decorative,-,-,ASTM certified,Checker plate 2.5mm  300mm  750mm
5000907,Perforated plate,Steel,3.5,200,1500,Mill finish,Automotive,Raised,-,RoHS compliant,Perforated plate 3.5mm  200mm  1500mm
5000908,Diamond plate,Aluminum,1.5,250,500,Galvanized,Industrial,Checkered,Grade 6061,ISO 9001 certified,Diamond plate 1.5mm  250mm  500mm
5000909,Diamond plate,Stainless steel,3.5,150,1000,Brushed,Industrial,-,Grade 304,RoHS compliant,Diamond plate 3.5mm  150mm  1000mm
5000910,Flat plate,Aluminum,1.5,300,750,Powder-coated,Automotive,Diamond,Grade 6061,ASTM certified,Flat plate 1.5mm  300mm  750mm
5000911,Tread plate,Brass,5,100,750,Powder-coated,Industrial,-,Grade 6062,ISO 9001 certified,Tread plate 5mm  100mm  750mm
5000912,Checker plate,Steel,4,250,750,Powder-coated,Decorative,Raised,Grade 6150,RoHS compliant,Checker plate 4mm  250mm  750mm
5000913,Perforated plate,Aluminum,2,200,750,Powder-coated,Construction,Checkered,-,ISO 9001 certified,Perforated plate 2mm  200mm  750mm
5000914,Diamond plate,Stainless steel,2.5,150,750,Powder-coated,Decorative,-,Grade 1025050,ASTM certified,Diamond plate 2.5mm  150mm  750mm
5000915,Diamond plate,Aluminum,3.5,250,1000,Powder-coated,Automotive,Diamond,Grade 1030807,RoHS compliant,Diamond plate 3.5mm  250mm  1000mm
5000916,Flat plate,Brass,1.5,250,750,Polished,Industrial,-,-,ISO 9001 certified,Flat plate 1.5mm  250mm  750mm
5000917,Tread plate,Steel,3.5,250,1500,Mill finish,Industrial,Raised,-,RoHS compliant,Tread plate 3.5mm  250mm  1500mm
5000918,Checker plate,Aluminum,1.5,250,500,Galvanized,Automotive,Checkered,Grade 6061,ASTM certified,Checker plate 1.5mm  250mm  500mm
5000919,Perforated plate,Stainless steel,5,250,1000,Brushed,Industrial,-,Grade 304,ISO 9001 certified,Perforated plate 5mm  250mm  1000mm
5000920,Diamond plate,Aluminum,4,250,750,Powder-coated,Decorative,Diamond,Grade 6061,RoHS compliant,Diamond plate 4mm  250mm  750mm
5000921,Diamond plate,Brass,2,300,750,Powder-coated,Construction,-,Grade 6062,ISO 9001 certified,Diamond plate 2mm  300mm  750mm
5000922,Flat plate,Steel,2.5,200,750,Powder-coated,Decorative,Raised,Grade 6151,ASTM certified,Flat plate 2.5mm  200mm  750mm
5000923,Tread plate,Aluminum,3.5,250,750,Powder-coated,Automotive,Checkered,-,RoHS compliant,Tread plate 3.5mm  250mm  750mm
5000924,Checker plate,Stainless steel,1.5,150,750,Powder-coated,Industrial,-,Grade 1036564,ISO 9001 certified,Checker plate 1.5mm  150mm  750mm
5000925,Perforated plate,Aluminum,3.5,300,1000,Powder-coated,Industrial,Diamond,Grade 1042321,RoHS compliant,Perforated plate 3.5mm  300mm  1000mm
5000926,Diamond plate,Brass,1.5,100,750,Polished,Automotive,-,-,ASTM certified,Diamond plate 1.5mm  100mm  750mm
5000927,Diamond plate,Steel,5,250,1500,Mill finish,Industrial,Raised,-,ISO 9001 certified,Diamond plate 5mm  250mm  1500mm
5000928,Flat plate,Aluminum,4,200,500,Galvanized,Decorative,Checkered,Grade 6061,RoHS compliant,Flat plate 4mm  200mm  500mm
5000929,Tread plate,Stainless steel,2,150,1000,Brushed,Construction,-,Grade 304,ISO 9001 certified,Tread plate 2mm  150mm  1000mm
5000930,Checker plate,Aluminum,2.5,250,750,Powder-coated,Decorative,Diamond,Grade 6061,ASTM certified,Checker plate 2.5mm  250mm  750mm
5000931,Perforated plate,Brass,3.5,250,750,Powder-coated,Automotive,-,Grade 6062,RoHS compliant,Perforated plate 3.5mm  250mm  750mm
5000932,Diamond plate,Steel,1.5,250,750,Powder-coated,Industrial,Raised,Grade 6152,ISO 9001 certified,Diamond plate 1.5mm  250mm  750mm
5000933,Diamond plate,Aluminum,3.5,250,750,Powder-coated,Industrial,Checkered,-,RoHS compliant,Diamond plate 3.5mm  250mm  750mm
5000934,Flat plate,Stainless steel,1.5,250,750,Powder-coated,Automotive,-,Grade 1048078,ASTM certified,Flat plate 1.5mm  250mm  750mm
5000935,Tread plate,Aluminum,5,250,1000,Powder-coated,Industrial,Diamond,Grade 1053835,ISO 9001 certified,Tread plate 5mm  250mm  1000mm
5000936,Checker plate,Brass,4,300,750,Polished,Decorative,-,-,RoHS compliant,Checker plate 4mm  300mm  750mm
5000937,Perforated plate,Steel,2,200,1500,Mill finish,Construction,Raised,-,ISO 9001 certified,Perforated plate 2mm  200mm  1500mm
5000938,Diamond plate,Aluminum,2.5,250,500,Galvanized,Decorative,Checkered,Grade 6061,ASTM certified,Diamond plate 2.5mm  250mm  500mm
5000939,Diamond plate,Stainless steel,3.5,150,1000,Brushed,Automotive,-,Grade 304,RoHS compliant,Diamond plate 3.5mm  150mm  1000mm
5000940,Flat plate,Aluminum,1.5,300,750,Powder-coated,Industrial,Diamond,Grade 6061,ISO 9001 certified,Flat plate 1.5mm  300mm  750mm
5000941,Tread plate,Brass,3.5,100,750,Powder-coated,Industrial,-,Grade 6062,RoHS compliant,Tread plate 3.5mm  100mm  750mm
5000942,Checker plate,Steel,1.5,250,750,Powder-coated,Automotive,Raised,Grade 6153,ASTM certified,Checker plate 1.5mm  250mm  750mm
5000943,Perforated plate,Aluminum,5,200,750,Powder-coated,Industrial,Checkered,-,ISO 9001 certified,Perforated plate 5mm  200mm  750mm
5000944,Diamond plate,Stainless steel,4,150,750,Powder-coated,Decorative,-,Grade 1059592,RoHS compliant,Diamond plate 4mm  150mm  750mm
5000945,Diamond plate,Aluminum,2,250,1000,Powder-coated,Construction,Diamond,Grade 1065349,ISO 9001 certified,Diamond plate 2mm  250mm  1000mm
5000946,Flat plate,Brass,2.5,250,750,Polished,Decorative,-,-,ASTM certified,Flat plate 2.5mm  250mm  750mm
5000947,Tread plate,Steel,3.5,250,1500,Mill finish,Automotive,Raised,-,RoHS compliant,Tread plate 3.5mm  250mm  1500mm
5000948,Checker plate,Aluminum,1.5,250,500,Galvanized,Industrial,Checkered,Grade 6061,ISO 9001 certified,Checker plate 1.5mm  250mm  500mm
5000949,Perforated plate,Stainless steel,3.5,250,1000,Brushed,Industrial,-,Grade 304,RoHS compliant,Perforated plate 3.5mm  250mm  1000mm
5000950,Diamond plate,Aluminum,1.5,250,750,Powder-coated,Automotive,Diamond,Grade 6061,ASTM certified,Diamond plate 1.5mm  250mm  750mm
5000951,Diamond plate,Brass,5,300,750,Powder-coated,Industrial,-,Grade 6062,ISO 9001 certified,Diamond plate 5mm  300mm  750mm
5000952,Flat plate,Steel,4,200,750,Powder-coated,Decorative,Raised,Grade 6154,RoHS compliant,Flat plate 4mm  200mm  750mm
5000953,Tread plate,Aluminum,2,250,750,Powder-coated,Construction,Checkered,-,ISO 9001 certified,Tread plate 2mm  250mm  750mm
5000954,Checker plate,Stainless steel,2.5,150,750,Powder-coated,Decorative,-,Grade 1071106,ASTM certified,Checker plate 2.5mm  150mm  750mm
5000955,Perforated plate,Aluminum,3.5,300,1000,Powder-coated,Automotive,Diamond,Grade 1076863,RoHS compliant,Perforated plate 3.5mm  300mm  1000mm
5000956,Diamond plate,Brass,1.5,100,750,Polished,Industrial,-,-,ISO 9001 certified,Diamond plate 1.5mm  100mm  750mm
5000957,Diamond plate,Steel,3.5,250,1500,Mill finish,Industrial,Raised,-,RoHS compliant,Diamond plate 3.5mm  250mm  1500mm
5000958,Flat plate,Aluminum,1.5,200,500,Galvanized,Automotive,Checkered,Grade 6061,ASTM certified,Flat plate 1.5mm  200mm  500mm
5000959,Tread plate,Stainless steel,5,150,1000,Brushed,Industrial,-,Grade 304,ISO 9001 certified,Tread plate 5mm  150mm  1000mm
5000960,Checker plate,Aluminum,4,250,750,Powder-coated,Decorative,Diamond,Grade 6061,RoHS compliant,Checker plate 4mm  250mm  750mm
5000961,Perforated plate,Brass,2,250,750,Powder-coated,Construction,-,Grade 6062,ISO 9001 certified,Perforated plate 2mm  250mm  750mm
5000962,Diamond plate,Steel,2.5,250,750,Powder-coated,Decorative,Raised,Grade 6155,ASTM certified,Diamond plate 2.5mm  250mm  750mm
5000963,Diamond plate,Aluminum,3.5,250,750,Powder-coated,Automotive,Checkered,-,RoHS compliant,Diamond plate 3.5mm  250mm  750mm
5000964,Flat plate,Stainless steel,1.5,250,750,Powder-coated,Industrial,-,Grade 1082620,ISO 9001 certified,Flat plate 1.5mm  250mm  750mm
5000965,Tread plate,Aluminum,3.5,250,1000,Powder-coated,Industrial,Diamond,Grade 1088377,RoHS compliant,Tread plate 3.5mm  250mm  1000mm
5000966,Checker plate,Brass,1.5,300,750,Polished,Automotive,-,-,ASTM certified,Checker plate 1.5mm  300mm  750mm
5000967,Perforated plate,Steel,5,200,1500,Mill finish,Industrial,Raised,-,ISO 9001 certified,Perforated plate 5mm  200mm  1500mm
5000968,Diamond plate,Aluminum,4,250,500,Galvanized,Decorative,Checkered,Grade 6061,RoHS compliant,Diamond plate 4mm  250mm  500mm
5000969,Diamond plate,Stainless steel,2,150,1000,Brushed,Construction,-,Grade 304,ISO 9001 certified,Diamond plate 2mm  150mm  1000mm
5000970,Flat plate,Aluminum,2.5,300,750,Powder-coated,Decorative,Diamond,Grade 6061,ASTM certified,Flat plate 2.5mm  300mm  750mm
5000971,Tread plate,Brass,3.5,100,750,Powder-coated,Automotive,-,Grade 6062,RoHS compliant,Tread plate 3.5mm  100mm  750mm
